algorithm,iterations,time
MIMIC,700,250464.0
MIMIC,700,253697.0
MIMIC,700,255198.0
MIMIC,700,255298.0
MIMIC,700,256329.0
MIMIC,700,256415.0
MIMIC,700,257288.0
MIMIC,700,258687.0
MIMIC,700,262785.0
MIMIC,800,262500.0
MIMIC,800,263531.0
MIMIC,800,265769.0
MIMIC,800,267832.0
MIMIC,800,268971.0
MIMIC,800,269740.0
MIMIC,800,269854.0
MIMIC,800,270489.0
MIMIC,800,271564.0
MIMIC,800,272069.0
MIMIC,900,273743.0
MIMIC,900,274386.0
MIMIC,900,276471.0
MIMIC,900,277549.0
MIMIC,900,277829.0
MIMIC,900,278037.0
MIMIC,900,278957.0
MIMIC,900,278964.0
MIMIC,900,279337.0
MIMIC,900,281826.0
MIMIC,1000,283174.0
MIMIC,1000,283209.0
MIMIC,1000,283846.0
MIMIC,1000,284220.0
MIMIC,1000,284478.0
MIMIC,1000,284848.0
MIMIC,1000,286819.0
MIMIC,1000,288569.0
MIMIC,1000,288760.0
MIMIC,1000,288769.0
MIMIC,1500,317562.0
MIMIC,1500,320780.0
MIMIC,1500,321214.0
MIMIC,1500,321377.0
MIMIC,1500,322068.0
MIMIC,1500,323076.0
MIMIC,1500,324083.0
MIMIC,1500,324346.0
MIMIC,1500,324989.0
MIMIC,1500,325019.0
MIMIC,2000,346510.0
MIMIC,2000,347865.0
MIMIC,2000,348739.0
MIMIC,2000,348968.0
MIMIC,2000,349970.0
MIMIC,2000,350397.0
MIMIC,2000,351095.0
MIMIC,2000,351229.0
MIMIC,2000,351705.0
MIMIC,2000,353363.0
MIMIC,2500,364347.0
MIMIC,2500,365907.0
MIMIC,2500,366373.0
MIMIC,2500,367687.0
MIMIC,2500,368190.0
MIMIC,2500,368453.0
MIMIC,2500,368801.0
MIMIC,2500,369103.0
MIMIC,2500,369302.0
MIMIC,2500,369332.0
MIMIC,3000,372965.0
MIMIC,3000,373070.0
MIMIC,3000,373628.0
MIMIC,3000,373707.0
MIMIC,3000,373959.0
MIMIC,3000,374069.0
MIMIC,3000,374311.0
MIMIC,3000,375397.0
MIMIC,3000,375461.0
MIMIC,3000,375797.0
